general_plant_id,watering,watering_general_benchmark,sunlight,soil,drought_tolerant,salt_tolerant,pruning_month,pruning_count,pest_susceptibility,flowers_detail,harvest_season,growth_rate,maintenance,care_level,watering_guide,sunlight_guide,pruning_guide
991,Average,"At least once ""7-10"" days","[""Part shade"", ""full shade""]",[],False,True,"[""March"", ""April""]",,[],Flowers in Spring,,Low,Moderate,Medium,"Italian arum requires damp but not overly wet soil in order to flourish. During the summer months, it should be watered deeply once to twice a week, making sure that the soil has just enough water to moisten it without becoming soggy. During the winter months, water less often, making sure that the soil is just barely moist—once every 2 or 3 weeks should do it.","Italian arum (Arum italicum subsp. italicum 'Marmoratum') requires direct sunlight, or at least an area with full sun or partial shade. When grown in full sun, it will reach its fullest form and flower better. If it is grown in partial shade, the plant will still grow, but may not reach its maximum height. The best amount and time of day for sunlight for Italian arum is 8-10 hours of direct sunlight throughout the day, with the main sunlight hours being mid-morning to mid-afternoon.","Italian arum is best pruned in early spring before any new growth begins. Pruning should remove any dead, diseased, or damaged stems, and leaving the remaining stems no longer than 6 inches. This allows for adequate air circulation throughout the plant, eliminates overcrowding, and also encourages bushy new growth. Additionally, removing older leaves can give the plant an attractive look with a neat appearance. If any flower heads remain after pruning, it is best to remove them as the Italian arum does not re-bloom after pruning."
992,Frequent,,"[""Full sun"", ""part shade""]",[],True,True,"[""March"", ""April"", ""August"", ""March"", ""April"", ""May"", ""August""]",,[],,,Low,Moderate,,"Goat's beard (Aruncus aethusifolius) should be watered every 5-7 days during the growing season. During the warmer months, it's a good idea to check the soil moisture at least every other day, as the soil may dry out faster. When watering, use room temperature water and water thoroughly to keep the soil moist. Avoid wetting the foliage, as this may cause disease issues. During the winter, water less as the roots slow down their growth, only watering when the soil appears dry. Goats beard generally thrives very well in moist, humus-rich soils but it is not tolerant to standing water.","Goat's beard (Aruncus aethusifolius) thrives best in full sunlight or partial shade. For best growth and flowering performance, the plant should receive at least 4 to 5 hours of direct sunlight per day which can be in the form of morning or evening sun. Avoid deep shade or full midday sun which can cause leaf and flower burn. The light requirement for goat's beard can vary slightly depending on the climate they are grown in - generally more sun is needed in cooler climates, while some protection from intense heat and sun will be appreciated in hot climates.","Goat's beard should be pruned twice per year for the best show of flowers. Prune it in early spring, just before new growth begins, and again in the late summer after flowering has finished. Prune it lightly in the spring by removing any dead or damaged branches and trimming back any overgrown stems. In late summer, clip any seed heads as you see them to encourage bushy growth and more flowers in the coming seasons. Do not overwater or overfeed the plant as this can result in weak, lanky stems."
993,Frequent,"At least once ""3-4"" days","[""Full sun"", ""part shade""]","[""Humus rich"", "" Well-drained""]",True,True,"[""March"", ""April"", ""May""]",,"[""Pest resistant"", "" Disease resistant"", "" Rabbit resistant"", "" Drought resistant""]",,Fall,High,Low,Medium,"Goat's beard should be watered deeply and thoroughly once a week during the growing season. Make sure not to over-water goat's beard; wait until the top 2 inches of soil are dry before watering is necessary. During the winter months, when the plant is dormant, water should be limited. Allow soil to become mostly dry before giving it a deep drink of water.","Goat's beard (Aruncus dioicus) prefers light shade or dappled sunlight throughout most of the day. It typically requires 4–6 hours of direct sunlight per day to truly thrive. If planted in an area with full sun, goat's beard should receive afternoon shade in order to protect it from intense sunlight. In addition to providing protection from afternoon sunlight, partial shade can also help to keep the soil a bit cooler and moist, which are ideal growing conditions for this plant species.","For goat's beard (Aruncus dioicus), pruning should be done at the end of spring when the plant is almost done flowering. Because goat's beard has a tendency to self-sow, it is important to prune back the stems to prevent them from becoming too leggy and sprawling. Deadheading (removing spent flowers) as needed can also help to tidy the plant and control its size. Pruning should not be done too heavily as goat's beard is a perennial that regenerates slowly; it should be pruned lightly for shaping and tidying, but mostly leave intact."
994,Frequent,,"[""Full sun"", ""part shade""]",[],True,True,"[""February"", ""March"", ""April"", ""May""]",,[],Flowers in Spring,,Low,Low,Medium,"Goatsbeard (Aruncus dioicus 'Kneiffii') should be watered every 7 to 10 days, depending on soil moisture. Water thoroughly, providing enough water to reach the base of the plant. During the summer months, ensure that the soil is kept moist but not overly wet, as this can cause the roots to rot. During the colder months, water less. If the soil becomes completely dry, give the plant a good watering to revive it.","Goatsbeard (Aruncus dioicus 'Kneiffii') prefers full sun or partial shade. For best blooms, ensure that the plant receives at least 4 to 5 hours of direct sunlight daily. When planted in areas with more than 5 hours of direct sunlight, the plants should be kept well watered during the summer months. In warmer climates with hot summers and little shade, a midday break from the heat may be necessary to keep the plant healthy. For best growth in this case, the plant should receive morning and late afternoon sun, and have shade during the hottest parts of the day.","Goatsbeard (Aruncus dioicus 'Kneiffii') should be pruned lightly in late winter or early spring. This should occur before any new growth begins to appear. All dead and damaged wood should be removed first.

The objective should be to maintain the natural shape of the plant while removing any wood that is weak and unproductive. When possible, pruning should be done to shape the plant rather than reduce its size. If size reduction is necessary, it should be done gradually over several years. 

After cutting back the goatsbeard it should be fertilized with an organic fertilizer to encourage healthy new growth. If the desired results are not achieved after the initial pruning, additional pruning may be necessary."
995,Frequent,,"[""Full sun"", ""part shade""]",[],True,True,"[""March"", ""April""]",,[],,,Low,Low,Medium,"Goatsbeard (Aruncus dioicus 'Zweiweltenkind') should be watered deeply when the top 1-2 inches of soil begins to dry out. This species of plant likes consistent moisture, so it's important to avoid drying the soil out for prolonged periods of time. Water around the base of the plant without getting the leaves wet to help prevent fungal diseases. If your Goatsbeard plant is growing in a pot, it may require more frequent waters than if it’s planted in the ground. It’s a good idea to check the soil every few days and water when necessary.","Goatsbeard needs full sun for optimal growth, though it will tolerate light shade. It needs at least 6 hours of direct sunlight per day in order to bloom. It should preferably get morning light, as it can help it to withstand the heat of the afternoon. The goatsbeard will look most attractive, however, if it receives long, sunny days and full access to the sun's rays. If possible, it should be planted in a spot with at least 8 hours of direct sunlight per day for maximum blooming and growth.","Goatsbeard (Aruncus dioicus 'Zweiweltenkind') should be pruned in early spring, before new growth begins, to maintain a bushy, full shape. Prune by cutting back any straggly stems or old flower heads and dead foliage to just above the healthy growth, down to the base of the plant. Prune to shape when necessary, but keep in mind that Goatsbeard grows slowly and will need to be pruned lightly each year for shaping and maintenance."
996,Frequent,,"[""Full sun"", ""part shade""]",[],True,False,"[""March"", ""April"", ""May""]",,[],Flowers in Spring,,Low,Low,Medium,"Aruncus 'Horatio' should be watered generously once a week or every 5-7 days. During hot and humid weather they should be watered more frequently, while during the colder winter months they only need to be watered every couple of weeks. They prefer well-drained, moist soil, so check the soil regularly to ensure it isn't too dry before watering. Around 1 inch of water is enough to keep them healthy. Avoid overwatering as this can damage their roots.","Aruncus 'Horatio' plants prefer full sunlight but will tolerate some light shade. Plants should receive at least 6 hours of direct sunlight each day; however, for optimal growth, 8-10 hours daily is recommended. If you are growing this plant in a shadier location, make sure to provide supplemental lighting, such as grow lights, to simulate the sunlight.","Aruncus 'Horatio' is best pruned in the early spring before new growth begins. This species can be cut back quite severely with no harm to the plant, however this should only be done if necessary as it may reduce the size of the blooms. Pruning of dead or diseased stems should be done as soon as possible. After the main blooming period, Aruncus 'Horatio' can be lightly pruned to shape the plant, however it is important to not trim more than 1 third of the growth in any 1 season."
997,Frequent,"At least once ""3-4"" days","[""Full sun"", ""part shade""]",[],True,False,"[""March"", ""April"", ""June"", ""July"", ""August"", ""May""]",,[],,,Low,Low,Medium,"Aruncus 'Misty Lace' should be watered so that the soil is kept consistently moist, but not overly wet. Water when the top inch of soil is dry to the touch and apply enough water so it runs through the pot's drainage holes. An occasional deeper soak is beneficial as this species prefers evenly moist soil rather than soggy soil. Avoid overwatering if possible, as root rot may occur if the soil stays consistently wet.","Aruncus 'Misty Lace' is a perennial plant species. It thrives in full sun to partial shade, preferring 5-7 hours of direct sunlight per day. This plant thrives in sunny spots with dappled shade during the hottest part of the day. The best times of day to receive this type of indirect sunlight would be mornings and evenings. It is important to note that Aruncus 'Misty Lace' is prone to stretching and becoming leggy in too much shade so it is important to give it enough light to stay short and bushy.","Aruncus 'Misty Lace' is typically pruned in early spring, before new growth appears. Pruning encourages the growth of larger and more numerous blooms in the summer months. In order to remove dead or damaged limbs and/or faded blooms, prune the stems back to a few buds. Be careful not to prune too far back or you risk removing too much foliage, which may weaken the plant. It is important to note that Aruncus 'Misty Lace' does not require heavy pruning, and a light trim every few years should suffice."
998,Average,"At least once ""3-4"" days","[""Part shade""]",[],True,False,"[""August"", ""May""]",,[],,,Low,Moderate,High,"The bamboo orchid (Arundina graminifolia) prefers a relatively moist soil, so keep it lightly damp at all times. Water it once a week with lukewarm water and make sure to let the top half inch of soil dry out before watering again. During the growing season (spring and summer) you can also mist the leaves once or twice a day. In winter, reduce the watering to once every 2 weeks.","Bamboo orchid (Arundina graminifolia) thrives best in filtered sunlight or partial shade. During the summer months, direct sunlight should be avoided to prevent the foliage from wilting. It does best when the plant is kept in bright, but indirect light for at least 4 to 5 hours each day. If the plant does receive direct sunlight, make sure it is only for a few hours in the morning. During the winter, the light requirement is decreased, allowing the plant to rest. While the site should not be in complete darkness, the bamboo orchid should be offered only indirect light through windows or skylights.","When Pruning: Bamboo orchids should be pruned when the blooms fade. Usually late summer or early fall is the best time for this. 

How Much Pruning: Pruning should be done conservatively, as bamboo orchids may become sparse if trimmed too heavily. Cut back only 1/3 of the stem and leaf shoots, keeping those that are straw-colored and firm to the touch. Remove any dead or damaged branches and trim the shoots from the base to promote thicker more abundant growth."
999,Average,,"[""full sun""]",[],False,True,"[""March"", ""April"", ""March"", ""April"", ""May"", ""June"", ""July"", ""August"", ""September""]",,[],,,High,Moderate,High,"Watering giant cane bamboo should be done regularly and thoroughly. When watering, use lukewarm water to provide as much moisture as possible for the plant. Deep irrigation is important to keep the roots fully hydrated. Water thoroughly once or twice a week in summer and spring, and once every 2 weeks in fall and winter. Make sure to water the soil into the root zone and not just along the stems and foliage.",Giant Cane Bamboo plants (Arundinaria gigantea) should be kept in an area with at least 6 hours of direct sunlight each day. The best amount of sunlight for this plant species is 8 to 10 hours of direct sunlight daily for optimum growth. Full shade will hinder its growth and cause the cane stems to become sparse and weak. Giant cane bamboo is a warm weather plant and can be damaged in cooler temperatures. It will thrive in a warmer climate with a temperature which doesn't drop below 0 Degrees Celsius.,"Giant cane bamboo should be pruned once a year, in the early spring before the growing season begins. Pruning your giant cane bamboo should be done by cutting off up to 1/4 of the culm’s length, leaving at least 6 to 8 inches of the upper part of the culm intact. This should be done carefully and with clean pruning tools to prevent damage to the plant. If you would like to thin out the canes to encourage new growth, it is best to remove the oldest stalks at soil level."
1000,Frequent,"At least once ""7-10"" days","[""Full sun"", ""part shade""]",[],True,True,"[""March"", ""April"", ""November""]",,[],,,High,Moderate,High,"Watering giant reed (Arundo donax) should be done on a regular basis, usually once every 7-10 days. In dry climates, more frequent watering may be necessary. When watering, the soil should be moist but not soggy. Giant reed prefers moist soil, especially during the hot summer months and when it is actively growing. During periods of extended drought, additional water may be necessary. However, it is important not to over water this species.","Giant reed (Arundo donax) thrives best in full sunlight and requires at least 8 hours of direct sunlight a day. It can grow in partial sun, but the low light environment will result in poorer growth and lower vigor. It should be kept out of the shade as much as possible to maximize its growth potential. When possible, place it in a location where it will get morning sunlight and afternoon shade. In hot climates, afternoon shade can be beneficial but the plant should still get plenty of morning sunlight. In winter months, provide as much sun as possible.","When pruning giant reed, prune in the early spring or late autumn. Pruning should only be done to reduce the overall size of the plant and should not exceed 5-10% of the plant's foliage. Pruning can also help to encourage more branching and reduce the risk of accidental damage if the canes become too tall or fall over. It is best to avoid cutting above the leaf nodes. Removing too much foliage can put the plant at risk of damaging its root system and stunting its growth."
1001,Average,"At least once ""7-10"" days","[""full sun"", ""part shade""]",[],True,False,"[""February""]",,[],,,Low,Low,,"Trailing snapdragons love moist soil and should be watered regularly and evenly. It is best to provide them with 1-2 inches of water once every week, depending on the weather and rate of evaporation from the soil surface. During particularly hot and dry summers, it may even be necessary to water the plants more often. Make sure the soil is moist but not waterlogged, and be sure to allow the soil to dry out between waterings.","Trailing snapdragon plants prefer bright, indirect sunlight with an ideal of 4 to 6 hours of sunlight per day. They perform best in warm climates but tolerate some shade. Morning sun is best for the plant as this is when it thrives. Too much direct sunlight during the day can cause the trailing snapdragon to burn or wilt. During the winter months, when the sun isn’t out as frequently, provide as much indirect sunlight as possible.","Trailing snapdragon should be pruned in the late winter when it is in its dormant stage. It should be pruned back by about 1-third of its height to encourage fuller growth. Be sure to remove all dead flowers and seedpods as well as any long or straggly stems. After pruning, you can cut back the remaining stems to a maximum of 10 cm above the soil surface to promote branching."
1002,Frequent,"At least once ""3-4"" days","[""Partial Shade"", "" Shade""]","[""Loamy Humus""]",False,False,"[""March"", ""April""]",,"[""Deer resistant"", "" Drought resistant""]",,Fall,Moderate,Low,Medium,"Wild ginger should be watered regularly in order to remain healthy, but be careful not to overwater. Water thoroughly when the top of the soil is dry to the touch. Ideally, water once a week and check between waterings to make sure the soil is not too dry or too wet. Make sure to water in the morning so that any excess moisture can dry out by the end of the day. If you forget to water, it's better to water less frequently than to water deeply, as some species of wild ginger are susceptible to root rot.","Wild ginger (Asarum canadense) prefers partial to full shade, meaning it should receive 3-5 hours of sunlight per day. The best time for sunlight for wild ginger is during the morning before 11am, as this allows time for the plant to dry in the afternoon heat. Too much direct sunlight, especially during the middle of the day, can scorch the leaves and cause damage, so care should be taken when choosing a location for this species.","Wild ginger is a native plant species that prefers part-shade and damp, acidic soil. Pruning is not typically needed for wild ginger, but occasionally can be beneficial for keeping the plant looking tidy.

For trimming, early spring before anything starts to grow is the best time as it avoids damaging any new growth and flowers. Prune out dead and drooping stems, thin any areas where the crowded foliage detracts from the plant's overall appearance, or trim off any wayward shoots. Be sure to use sharp, clean garden shears, as anything else can damage the plant. It's best to trim lightly and remove no more than 1-third of the plant's foliage at any given time."
1003,Average,"At least once ""3-4"" days","[""Shade""]","[""Acidic"", "" Bog"", "" Humus rich""]",True,False,"[""March"", ""April""]",,"[""Galls"", "" Rust"", "" Slugs"", ""snails"", ""  Deer resistant"", "" Drought resistant ""]",,Fall,Low,Low,Medium,"Wild ginger prefers moist soil so it is best to water it every 1 - 2 weeks during the growing season. Depending on your climate, you may need to water the plant more or less frequently. Be sure to check the soil before watering to make sure it is not overly saturated. When watering, use lukewarm or cool water and avoid getting the leaves wet to prevent possible disease. Additionally, do not let the soil dry out completely between waterings. Too much direct sunlight or excessively dry soil can cause the foliage to yellow and curl, so place it in a location that receives dappled shade or indirect sunlight.","Wild ginger (Asarum caudatum) grows best with partial sun to full shade. A great deal of light in the morning and limited exposure in the afternoon is best as the afternoon sunlight can be too strong for this species. While wild ginger is not a particularly sun-loving plant, it will still benefit from some natural light, so it is important to give it at least 4 to 6 hours of direct sunlight per day.","Wild ginger is a versatile perennial plant that is hardy to USDA Plant Hardiness Zone 5. For optimal growth, pruning should be done in early spring, before new growth begins. Pruning should consist of removing any dead or diseased wood, and also cutting back branches to the desired shape. It is generally not necessary to prune heavily, as wild ginger grows slowly and is not very large. A light pruning every couple of years should suffice."
1004,Frequent,,"[""Part shade"", ""full shade""]","[""Acidic"", "" Humus rich""]",False,True,"[""March"", ""April"", ""May"", ""May"", ""May""]",,"[""Deer resistant"", "" Drought resistant""]",,,Low,Low,Medium,"European wild ginger should be watered once or twice a week, depending on the season. During early spring and fall, it will only need to be watered once a week, and during the hot summer months it may need to be watered twice a week. Water thoroughly to ensure that the planting medium is evenly moist. Do not let the soil stay soggy, as it can become too wet and can lead to root rot. Check the soil around the base of the plant to make sure it is not overly dry, and adjust your watering schedule accordingly.","European wild ginger (Asarum europaeum) thrives best in indirect sunlight or partial shade. Optimal light exposure is several hours of morning sun, with the afternoon spent in shade. Doing so will ensure the plant gets the light it needs to photosynthesize without risking burning its leaves in the intense midday sun. During the winter months, it's beneficial to provide an additional 2-3 hours of afternoon light to help the plant stay green with fewer pests or disease problems.","European wild ginger (Asarum europaeum) benefits from light pruning in the spring. The best time to prune this species is in late spring, after flower buds have emerged but just before they begin to bloom. Prune back any dead, diseased, or damaged stems, and remove any broken or wilted leaves. As this is a low-growing species, trim off any overgrown stems that may be blocking the middle of the plant or those that are growing in undesired directions. Pruning should be light, as this species is not typically tolerant of heavy or severe pruning."
1005,Frequent,"At least once ""5-7"" days","[""Part shade"", ""full shade""]",[],True,False,"[""February"", ""March"", ""April""]",,[],,,Low,Low,,"Wild ginger (Asarum shuttleworthii) should be watered once per week during the growing season (spring to fall), and every 2 to 3 weeks during the winter. The soil should be kept evenly moist but never soggy. When watering, water thoroughly, until it drains from the bottom of the pot, and then discard any excess water from the saucer.","Wild ginger (Asarum shuttleworthii) thrive in bright, indirect sunlight. An eastern or a northern-facing window is best for it because direct light through a window may dry out the soil too much. During the summer months, give it 3 to 4 hours of bright sunlight each day, and during winter months, let it receive 2 to 3 hours of daylight. However, avoid direct sunlight as it can damage the plant.","Wild ginger should be pruned once a year, during the late winter or early spring, when the plant is dormant. Since wild ginger tends to grow slowly, it will not require an extensive pruning. Generally, it is recommended to remove up to a third of the oldest and tallest stems, trimming the shoots down just above the soil to prevent regrowth. It is also beneficial to trim away dead stems at any time throughout the year. Additionally, pruning any overhanging branches will help encourage new growth and promote a denser, bushier look."
1006,Frequent,,"[""Part shade"", ""full shade""]",[],True,False,"[""March"", ""April""]",,[],,,Low,Low,,"Wild ginger (Asarum splendens 'Quicksilver') should be watered to keep the soil slightly moist, but not soggy. Water the plants every 4 to 5 days during the growing season, providing enough water to moisten the soil around the roots. In the winter months, reduce watering so that the soil stays slightly moist, barely enough to keep it from drying out completely. Monitor the soil moisture and adjust your watering accordingly.","Wild ginger (Asarum splendens 'Quicksilver') prefer partial sun to shade. They should receive about 4 to 5 hours of sun per day. Morning sun is best, as intense afternoon sunlight can damage the foliage. Morning sun will encourage flowering, while afternoon shade helps keep the soil cool and moist. Protect this perennial from strong winds as wind can damage the foliage.","Wild ginger plants should be pruned annually in early spring before new growth begins to appear. Prune away any dead or diseased stems and cut back overgrown stems to tidy the plant up. Also remove any stems that are crossing over 1 another, since these can lead to overcrowding and cause the plant to become weaker. Avoid pruning or trimming more than 1-third of the stems at a time to ensure sustained, healthy new growth."
1007,Average,"At least once ""3-4"" days","[""full sun""]",[],True,True,"[""February"", ""March"", ""April""]",,[],,,Low,Low,Medium,"Blood flowers (Asclepias curassavica) should be watered frequently, but not too often. Water whenever the soil begins to feel dry to the touch (about 1-2 inches below the surface). Aim to give the plant 1-2 inches of water each week, either in a single soaking session or several lighter waterings. Allow the soil to dry out between watering to prevent root rot. Avoid overwatering, as this can damage the plant’s roots and leaves.","Blood flower plants grow best in full sun, so ideally they should receive at least 6 to 8 hours of direct sunlight each day. The best time to provide this sun exposure is between 10 am and 2 pm, when the light is at its peak intensity. With full sun exposure, blood flowers will bloom more brightly and bloom for a longer period of time. Avoid positioning the plants in partial shade, as this will reduce blooming and adversely affect the plant's health over time.","Blood flower (Asclepias curassavica) should be pruned once or twice a year, in late winter or early spring, and to a height of 12-18 inches. Pruning should be done cautiously, as too much or too little pruning can harm this delicate plant. Make sure to use sharp pruners while pruning and to cut off any dead or dying branches and leaves. Remove any stems that have become too woody from overgrowth."
1008,Minimum,"At least once ""7-10"" days","[""Sun""]","[""Sand""]",True,False,"[""May"", ""May""]",,[],,Fall,Low,Low,,"Prairie milkweed needs to be watered regularly to ensure its healthy growth. Water the plant deeply, ensuring that the soil is evenly moist, but not soggy. Water the plant once or twice a week when the topsoil looks dry. Decrease the amount of water during the winter months when the plant is dormant. It is best to water early in the day so the leaves have time to dry before evening.","Prairie milkweed (Asclepias hirtella) prefers full sun and needs at least 6 hours of sunlight each day. The best time to provide this sunlight is during the morning and early afternoon hours when the sun is highest in the sky. If possible, the plant should be located in a sunny spot that receives direct sunlight for most of the day. While prairie milkweed can tolerate some shade, direct sunlight is essential for the plant's survival and growth.","Prairie milkweed (Asclepias hirtella) should be pruned twice a season, ideally in late spring and early fall. During the late spring pruning, cut back any above-ground stems that have been affected by frost or disease, removing the damage down to healthy tissue. When pruning in early fall, remove any dry, dead, or damaged growth. This will keep plants looking neat and will prevent the spread of disease. Only prune the plant back by 1-third of its growth, as this will help maintain the overall health of the plant."
1009,Frequent,"At least once ""3-4"" days","[""Sun""]","[""Sandy Loamy Clay Humus""]",False,True,"[""February"", ""March"", ""April""]",,[],,Summer,Low,Low,Medium,"Swamp milkweed should be watered well once a week, particularly during the spring and summer months when it is actively growing. During the cooler and drier months of autumn and winter, reduce the amount of water so the soil dries out slightly between watering. Avoid watering the plant too frequently, as this can cause root rot.

","Swamp milkweed (Asclepias incarnata) prefers full sun to partial shade. This plant prefers direct sunlight during the morning hours and some amount of shade in the afternoon. This will help protect the leaves from sunburn and reduce water loss through evaporation. In general, swamp milkweed needs at least 8 hours of direct sunlight each day to thrive. During the hottest summer months, it's best to provide some shade during the hottest hours of the day. It may also be advantageous to shelter swamp milkweed from strong winds, which could cause damage to the foliage.","Swamp milkweed should be pruned in late winter or early spring, when the plant has gone dormant. Cut the stems to a height of 8""-12"" (20-30 cm). Make sure to remove any dead or damaged leaves, stems, and seedheads. Prune your swamp milkweed plants into a bushy, neat mound. This will promote more flowers and fuller foliage. This species of Asclepias tolerates hard pruning and should be pruned to the ground if necessary."
1010,Frequent,"At least once ""3-4"" days","[""Sun""]","[""Sandy Loamy Clay Humus""]",True,True,"[""March"", ""April"", ""March"", ""April"", ""May"", ""June"", ""July"", ""August"", ""September""]",,[],,Fall,Low,Low,Medium,"Swamp Milkweed generally prefers moist well-drained soil, but will tolerate drier soil provided it is watered regularly. Aim for watering the plant twice a week (or whenever the top inch or 2 of soil in the planting area feels dry). During dry and hot weather, it may be necessary to water the plant 3 times a week. Water slowly and deeply to encourage deep and strong root development.","Swamp milkweed needs approximately 6-8 hours of full sunlight per day to perform best. In midday, it can tolerate some partial shade. A location that receives direct sunlight in the morning and late afternoon is ideal. Drawback of too much shade can cause the plant to be weak and less likely to bloom. Thus, ensuring swamp milkweed is receiving enough direct sunlight is key to its success.","Swamp milkweed (Asclepias incarnata 'Cinderella') should be pruned each year, starting in the early spring, before new growth begins. Pruning should be done back to the crown of the plant, leaving no more than 3 to 5 inches of the flower stalk. This allows the plant to spend its energy on new growth and flowers instead of flowering on the previous year’s stems. Deadheading the spent flowers can also promote more blooms. However, be mindful not to accidentally cut back the new growth, as it is needed for new blooms. After pruning, be sure to fertilize and water the plant. Pruning swamp milkweed helps to promote better airflow and reduces the potential for disease. Pruning should take place throughout the growing season, as needed."
1011,Frequent,"At least once ""3-4"" days","[""Sun""]","[""Sandy Loamy Clay Humus""]",True,True,"[""November"", ""December"", ""January"", ""November"", ""December"", ""January""]",,[],,,Low,Low,Medium,"Swamp milkweed (Asclepias incarnata 'Ice Ballet') should be watered regularly and deeply. During the growing season of spring to late summer, watering should be done on a weekly basis, and for best results, water enough so that the soil is completely wetted. In hotter climates, additional water may be needed. During the colder months, when growth slows, reduce watering slightly and wait for the soil to dry out before waterings. In general, swamp milkweed should not be allowed to become dry and brittle as this can put excessive stress on the plant.","Swamp milkweed (Asclepias incarnata 'Ice Ballet') prefers full sun to part shade, with at least 6 hours of direct sunlight per day. While this species can grow and flower in light shade, it will achieve its best growth and flowering in full sun conditions. During the hottest parts of the day it may need protection from the midday sun, but enough direct sunlight should be available during early and late day hours.","Swamp milkweed (Asclepias incarnata 'Ice Ballet') should be pruned in late autumn/early winter. The plant should be lightly pruned by removing any diseased, damaged, or dead stalks, and lightly cutting back the stems to promote compact, bushy growth. Pruning in late autumn/early winter helps to ensure a good bloom in the following season."
1012,Frequent,"At least once ""3-4"" days","[""Sun""]","[""Sandy Loamy Clay Humus""]",False,True,"[""October"", ""November""]",,[],,Fall,Low,Low,Medium,"Watering swamp milkweed is fairly straight forward. During the spring and summer growing season, be sure to keep this perennial well-watered. In general it should receive 1-2 inches of water each week. Make sure to keep the soil consistently moist, but not waterlogged, to discourage root rot. Check the soil by inserting your finger several centimeters into the soil. If the soil feels moist, do not water. Water at the base of the plant, not the foliage to prevent fungal diseases. During dry spells, it may need to be watered more frequently (every other day or even daily). During the cooler months of the fall and winter, it is best not to water as frequently and to let the soil dry out slightly in between watering.","Swamp milkweed (Asclepias incarnata 'Soulmate') will need at least 5 hours of direct sunlight per day for optimal growth. For best results, it should be planted where it will get full sunlight in the early morning hours, and partial or dappled sunlight in the afternoon. It is particularly sensitive to extreme temperatures, so during the summer months, be sure to provide some shade or dappled sunlight to help keep this plant cool.","Swamp milkweed (Asclepias incarnata 'Soulmate') should be pruned back after flowering, in the fall, when temperatures start to drop. The pruning should remove all the stems down to the base, and can be done at the end of October or beginning of November. Pruning will promote thicker growth, ensure new flowers each season, and keep the plants compact and manageable in the garden."
1013,Minimum,,"[""Full sun""]","[""Clay"", "" Sand""]",True,True,"[""August"", ""February"", ""March"", ""April"", ""May"", ""June"", ""July"", ""August"", ""September"", ""March"", ""April"", ""May""]",,[],,Fall,Low,Low,Medium,"Purple Milkweed should be watered once a week in the summer, to a depth of 2 inches. During the cooling temperatures of autumn, 1/2 to 1 inch of water should be provided for every 2 weeks. The amount of water you provide should be reduced further in winter to slow or prevent growth. During this time, you can water only once a month, applying 1/2 to 1 inch of water. Make sure the land around your Purple Milkweed does not become soggy or flooded. Too much water can easily drown the plant.","Purple milkweed (Asclepias purpurascens) enjoys full sun to partial shade. In the summer months, the plant should get 10-12 hours of direct sunlight each day. In the spring and fall, 5 to 6 hours of direct sunlight daily is sufficient. Purple milkweed should be protected from hot afternoon sun, which can be very harsh in the summer months. In winter, the plant should receive as much light as possible. Try to place it in an area that receives direct sun from early morning to late afternoon.","Purple Milkweed should be pruned back once or twice a year to help control its size and shape. Prune lightly each time and avoid cutting off more than a third of the total length. Late summer, right before the blooming period in the fall and late winter, just before the growing season begins in the spring are the optimal times to prune Purple Milkweed. Trimming it during these times will help bring forth new growth. It is also important to remove any dead, damaged or discolored foliage, as well as any seedpods that have formed."
1014,Minimum,,"[""Full sun"", ""part shade""]","[""Sand"", "" Loam""]",False,False,"[""February"", ""March"", ""April""]",,[],,,Low,Low,Medium,"Fourleaf milkweed prefers optimal soil moisture. Water when the soil feels dry to an approximate depth of 2 inches. Young plants should be watered more often than established plants. In general, you should water your fourleaf milkweed every 2-3 days or when the soil feels dry, so long as the weather remains sunny and hot. During hot, dry weather, you may need to water more often than every 3 days. When it rains, reduce the amount of water you give your fourleaf milkweed. In cold winter months, the soil may need to only be watered once a month or less.","Fourleaf Milkweed (Asclepias quadrifolia) prefers to be grown in full sun, meaning it requires 6-8 hours of direct sunlight per day. This plant prefers sandy or gritty soils, ideally fertilized with a slow-release fertilizer with nitrogen, phosphorus, potassium, and potential micronutrients. To ensure the best growth and flowering, the soil should be well-draining and soil pH around 6.5. Avoid excessive watering or over-fertilization, as this can lead to root rot, and provide supplemental water as needed.

","Fourleaf milkweed (Asclepias quadrifolia) should be pruned in the late winter or early spring before new growth begins. This typically occurs 2 to 4 weeks before the last expected frost date in your area. This allows for the services of the plant to be preserved while encouraging healthy growth.

When pruning, remove any dead, damaged or diseased stems. Cut back plants to 6"" or up to 12"" depending on their desired shape. Pruning helps the plant put more energy into producing new growth, flowers, and seed pods, which makes for a healthier plant overall. When pruning, use very sharp pruners and make clean cuts."
