plant_disease_id,common_name,scientific_name,other_name,host,description,solution
78,Orange rust,Gymnoconia nitens,[],"[""caneberry""]",[],[]
79,Powdery mildew,Sphaerotheca macularis,[],"[""caneberry"", ""strawberry""]","[{""subtitle"": ""What is Powdery mildew  (Podosphaera aphanis)?"", ""description"": ""Powdery mildew in strawberries, caused by Podosphaera aphanis previously known as Sphaerotheca macularis, is a fungal disease characterized by powdery white or gray growth on leaves, fruit, stolons, and flowers. It is widespread and affects strawberry crops worldwide. Besides strawberries, other plants like Lady's-mantle, Cinquefoil, Eucalyptus, and Rubus species can also be infected. Symptoms include small white patches on leaves that gradually cover the entire leaf. Some varieties develop yellow or reddish-brown spots on the upper leaf surface. Leaves may curl, and infected flowers can result in deformed fruit. Young leaves and fruit are more susceptible, with resistance increasing as they mature.""}, {""subtitle"": ""How does Powdery mildew (Podosphaera aphanis) occur?"", ""description"": ""Podosphaera aphanis is a fungus that specifically infects the living tissue of wild or cultivated strawberries. It commonly spreads through infected transplants, which serve as the main source of the disease in fruiting fields. Powdery mildew thrives in moderate to high humidity and temperatures between 60°F and 80°F. Rain, dew, and overhead irrigation hinder its development. Greenhouse or plastic tunnels can worsen the disease. In Central Florida, the most severe period is usually November to December, with a decrease in January and early February, but a possible resurgence in late February and March.""}]","[{""subtitle"": "" Cultural Control "", ""description"": ""1.\\tRenovation: Destroy old leaves after harvest to reduce inoculum.\\n\\n2.\\tResistant Cultivars: Plant varieties with resistance to powdery mildew.\\n\\n3.\\tControlled Irrigation: Use frequent short-duration overhead irrigation to remove spores without prolonged leaf wetness.\\n\\n4.\\tUV-C Light: Apply nighttime UV-C light treatments once or twice weekly to suppress powdery mildew.\\n""}, {""subtitle"": ""Biological Control"", ""description"": ""There are several biological control options for powdery mildew, including Aviv (Bacillus subtilis strain IAB/BS03), Howler (Pseudomonas chlororaphis strain AFS009), LifeGard WG (Bacillus mycoides isolate J), Serenade OPTI (Bacillus subtilis strain QST 713), and Theia (Bacillus subtilis strain AFS032321).""}, {""subtitle"": ""Chemical Control"", ""description"": ""•\\tFungicides that are effective against powdery mildew include sulfur, quinoxyfen (Quintec), cyflufenamid (Torino), myclobutanil (Rally®), triflumizole (Procure®), propiconazole (Orbit®), tetraconazole ( Mettle), pyraclostrobin + fluxapyroxad (Merivon®), and penthiopyrad (Fontelis™). \\n\\n•\\tRotate between different fungicides with different modes of action to prevent the development of resistance.\\n\\n•\\tPlease note that product availability and regulations may vary by region, and it's essential to carefully read and follow the instructions and recommendations provided by the manufacturer and local authorities.\\n""}]"
80,Purple blotch,Septocyta ruborum,[],"[""caneberry""]","[{""subtitle"": ""What is Purple blotch, (Septocyta ruborum)?"", ""description"": ""Purple blotch is a plant disease caused by a fungus called Septocyta ruborum. This fungus belongs to the Ascomycota phylum and primarily affects the stems of Rubus species, especially wild blackberries. It is also known as stem spot disease due to the formation of small dark green spots on the stems, which later grow to several centimeters in length. These spots turn purple with a reddish ring. Purple blotch mainly impacts blackberry cultivars such as 'Marion,' 'Evergreen,' 'Kotata,' and 'Waldo.'""}, {""subtitle"": ""How does Purple blotch, (Septocyta ruborum) occur?"", ""description"": ""During spring, the fungus produces spores on the affected mature canes of blackberry plants. These spores specifically target the young canes. They are dispersed by rain and often collect near the base of hair-like structures called trichomes before infecting the plant. The spores primarily enter the plant through tiny pores called stomata, which are present on the surface of leaves and stems. However, if only the outer layer of stems is scraped, the spores don't infect. But deep wounds make the plant more susceptible to infection.""}]","[{""subtitle"": ""Cultural methods"", ""description"": ""•\\tGrow less susceptible varieties like Boysenberry or Loganberry.\\n\\n•\\tTrain canes vertically to improve airflow and reduce disease severity. Additionally, Control weeds to prevent infection and ensure adequate spray coverage.\\n\\n•\\tRemove old fruiting canes after harvest to minimize overwintering inoculum.\\n\\n•\\tOptimize plant spacing and implement canopy management techniques that promote good air circulation, reducing humidity and disease spread.\\n\\n\\n•\\tImplement measures to manage primocanes (young canes) early in the season to reduce disease incidence.\\n""}, {""subtitle"": ""Chemical Control"", ""description"": ""1.\\tAfter Harvest:\\n•\\tUse fixed coppers (Nu-Cop, Cuprofix) or Bordeaux 8-8-100.\\n•\\tApply Bonide Captan 50 WP in home gardens.\\n•\\tRepeat spray in early October before heavy rains.\\n2.\\tBudbreak in Early March:\\n•\\tApply Rex Lime Sulfur Solution or fixed copper.\\n•\\tUse Liqui-Cop for home gardens.\\n•\\tSulforix can be applied as a delayed dormant spray.\\n3.\\tSpray Young Primocanes:\\n•\\tApply Bonide Captan 50 WP or Captan 80 WDG.\\n•\\tUse fixed coppers (Nu-Cop, C-O-C-S) or Kocide.\\n•\\tPristine can be used on harvest day.\\n\\n•\\tFollow label instructions, reentry periods, and safety precautions when applying fungicides.\\nConsulting local agricultural experts or extension services for specific recommendations is essential.\\n""}]"
82,Yellow rust,Phragmidium rubi-idaei,[],"[""caneberry""]","[{""subtitle"": ""What is Yellow rust (Phragmidium rubi-idaei)?"", ""description"": ""Phragmidium rubi-idaei is a fungus causing yellow rust in red raspberry plants, commonly found in western Oregon and Washington. Traditionally, yellow rust wasn't a major problem in raspberry cultivars like 'Canby', 'Chilcotin', 'Newburgh', 'Puyallup', or 'Sumner'. However, new strains have emerged in the Pacific Northwest, infecting previously resistant varieties like Meeker and Willamette. Yellow rust is recognized by yellowish-orange pustules (aecia) appearing on fruiting canes and the upper leaf surface. Affected canes dry out, crack, and hinder proper fruit ripening.""}, {""subtitle"": "" How does Yellow rust (Phragmidium rubi-idaei) occur? "", ""description"": ""Yellow rust occurs when the fungus P. rubi-idaei infects red raspberry plants. It typically happens during prolonged spring rains. The disease spreads through a complex life cycle involving spores that overwinter on infected leaves. In spring, basidiospores infect new leaves, leading to the formation of pustules and spore production. These spores spread the disease to other leaves and canes. The fungus survives the winter as teliospores on the bark of fruiting canes, ready to infect new growth in the next season.""}]","[{""subtitle"": ""Cultural Control"", ""description"": ""1.\\t Bury fallen leaves, old cane stubs, and refuse to eliminate potential sources of the fungus. Destroy fallen leaves in home gardens.\\n\\n2.\\t Remove and burn old fruit canes promptly after harvest. Strip leaves from primocanes before tying. Cultivate the area when feasible.\\n""}, {""subtitle"": ""Chemical Control"", ""description"": ""Here are some fungicides available for controlling Phragmidium rubi-idaei (yellow rust) in plants: Abound, Bordeaux 8-8-100, Rex lime sulfur, Cinnerate, Fontelis, Quadris, Rally 40 WSP, and Spectracide Immunox Multi-Purpose. \\n\\nRemember to carefully follow the instructions, precautions, and safety guidelines provided by the fungicide manufacturer for proper and safe use.""}]"
83,Alternaria blight,Alternaria spp.,"[""Leaf spot diseases""]","[""carnation"", ""marigold"", ""pansy"", ""violet"", ""zinnia""]","[{""subtitle"": ""What is Alternaria blight (Alternaria spp)?"", ""description"": ""Alternaria leaf spot, also called Alternaria blight, is caused by several closely related species of Alternaria fungi, with different forms of disease targeting specific plants or even entire plant families. Brassica vegetables such as cabbage, broccoli, cauliflower, and Brussels sprouts can be affected by multiple forms of Alternaria leaf spot. Alternaria. It causes small water-soaked lesions on leaves, stems, and fruits. These lesions initially appear dark brown or black with concentric rings, enlarging into necrotic areas. Alternaria spp. can also cause blight symptoms, including rapid wilting, browning, and sunken areas covered in dark spores.""}, {""subtitle"": ""How does Alternaria blight (Alternaria spp) occur?"", ""description"": ""Alternaria blight is caused by spores produced by the Alternaria fungi present in infected crop debris or soil. These spores are disseminated by wind, water, insects, or human activities. When conditions are favorable, the spores germinate and infect plants through natural openings or wounds. Disease development is promoted by extended leaf wetness and moderate to warm temperatures. The fungi can survive in debris or soil for up to two years, allowing the disease cycle to repeat.\\n""}]","[{""subtitle"": ""Cultural Practices"", ""description"": ""1.\\tBuy high-quality seeds from trusted sources. Save seeds only from plants that are disease-free and in good health.\\n2.\\tConsider heat-treating your seeds to reduce the risk of disease. Clean and sanitize your seed-starting trays every year.\\n3.\\tRemove or bury any plant residues in your garden to prevent the spread of diseases.\\n4.\\tWait at least three years before planting Brassica plants in the same location again.\\n5.\\tIf you've had issues with diseases, avoid using cover crops from the Brassica family, like tillage radish.\\n6.\\tProvide enough space between plants to promote airflow. Ideally, broccoli plants should be spaced 10-18 inches apart in rows 18-36 inches apart.\\n7.\\tKeep an eye out for weeds in the Brassica family, such as shepherd's purse, black mustard, and field mustard. Remove them promptly to prevent them from hosting diseases like black rot.\\n""}, {""subtitle"": ""Chemical Control"", ""description"": ""Fungicides available for Alternaria blight management include AZOXYSTROBIN (Quadris), CHLOROTHALONIL (Bravo Weather Stik), IPRODIONE (Rovral 4F), PYRACLOSTROBIN (Cabrio EG), and TRIFLOXYSTROBIN (Flint) and more.\\n\\nFollow local regulations, label instructions, and integrated pest management practices when using fungicides.\\n""}]"
84,Bacterial soft rots leaf spots blights wilts,Pseudomonas spp.,[],"[""carnation""]","[{""subtitle"": ""What is Bacterial soft rots (Pseudomonas spp.)?"", ""description"": ""Bacterial soft rots, caused by gram-negative bacteria like Pseudomonas spp., Erwinia, and Pectobacterium, are destructive diseases affecting various plants worldwide. Hosts include potatoes, carrots, cabbage, tomatoes, onions, beans, and geranium, among others. Symptoms include watery and soft decay, foul odor, discoloration, slow growth, seedling collapse, and wilting of aboveground parts. These diseases primarily target fleshy storage organs such as tubers, bulbs, and rhizomes, leading to mushy tissue and plant deterioration.""}, {""subtitle"": ""How does Bacterial soft rots (Pseudomonas spp.) occur? "", ""description"": ""It reproduces by infecting plants through wounds, natural openings like stomata or lenticels, or via contaminated seeds. Inside the host, they feed on fluids released from injured cells and rapidly multiply. Enzymes they release break down cell walls, leading to cell bursting and increased bacterial nutrition. Spread can occur during storage, transportation, and through infected insects. They can overwinter in plant tissues, insects, or soil, remaining dormant until favorable conditions for reproduction occur again.""}]","[{""subtitle"": ""Cultural Practices "", ""description"": ""•\\tAvoid wet conditions by planting vegetables in well-drained soils and controlling watering times and amounts. Wider spacing promotes faster drying of plants and soil.\\n\\n•\\tConduct a soil nutrient test to determine optimal soil fertility, particularly calcium levels. Include soft rot-resistant vegetables like corn, snap beans, and beets in your crop rotation. \\n\\n•\\tMinimize damage during weeding and harvest to prevent entry points for bacteria. Harvest during dry conditions and inspect vegetables for signs of infection. Do not store diseased vegetables. \\n\\n•\\tClear the garden of any infested plant debris at the end of the season. Destroy the material by burning or landfilling it. Avoid growing susceptible crops in affected areas for at least three years.\\n""}, {""subtitle"": ""Chemical control"", ""description"": ""Streptomycin, kasugamycin, and oxytetracycline are antibiotics commonly used for managing bacterial diseases caused by Pseudomonas spp.\\n\\nCheck local regulations and consult agricultural experts to ensure proper and legal use of antibiotics for managing Pseudomonas spp. bacterial diseases in agriculture.\\n""}]"
85,Fairy-ring leaf spot,Cladosporium echinulatum,"[""Leaf spot Fairy-ring""]","[""carnation""]","[{""subtitle"": ""What is Fairy Ring Spot (Cladosporium echinulatum)?"", ""description"": ""Fairy Ring Spot is a fungal disease affecting carnations (Dianthus caryophyllus) caused by Cladosporium echinulatum. Symptoms include circular to oval spots with purple margins developing on flower stalks, diminishing their aesthetic appeal. The disease is found in various regions, including Africa, India, Japan, Europe, Brazil, and Venezuela. Cladosporium echinulatum can also infect other plants like Sweet Williams, Lychnis, Saponaria, and other members of the Caryophyllaceae family.""}, {""subtitle"": ""How does Fairy Ring Spot (Cladosporium echinulatum) occur?"", ""description"": ""Cladosporium echinulatum harms plants in its conidial stage. The fungus has septate mycelium, appearing as subhyaline to olivaceous brown. Conidiophores produce conidia, which are yellowish-brown and echinulate. Abundant spores form on leaf undersides during the rainy season, spreading through wind, cultural practices, and more. It begins in greenhouse corners, thriving in cool and humid conditions, quickly causing substantial damage to plants.""}]","[{""subtitle"": ""Cultural Practices"", ""description"": ""1.\\tRegulate Greenhouse Condensation: Control condensation by improving ventilation and heating practices to reduce moisture buildup.\\n\\n2.\\tUtilize Ventilation and Heating: Ensure proper airflow and temperature to create unfavorable conditions for Cladosporium growth.\\n\\n3.\\tMorning Irrigation: Water plants in the morning to allow foliage to dry quickly and minimize moisture for fungal development.\\n\\n4.\\tRemove Senescing and Dead Tissue: Regularly eliminate senescent and dead plant material to prevent Cladosporium sporulation.\\n""}, {""subtitle"": ""Bioagent"", ""description"": ""Bacillus amyloliquefaciens is a beneficial bioagent that can be used as a natural control method against carnation fairy ring spot.""}, {""subtitle"": ""Application of Fungicides"", ""description"": ""Several fungicides can be used to manage Fairy Ring Spot in carnations. Examples include Mancozeb tebuconazole, propineb, captafol, zineb, tricarbamix, chlorothalonil, and triforine. \\nThese fungicides target the pathogen directly, reducing its growth and suppressing disease symptoms.""}]"
86,Leaf spot Septoria,Septoria dianthi,"[""Septoria leaf spot""]","[""carnation""]","[{""subtitle"": ""What is Septoria leaf spot (Septoria dianthi)?"", ""description"": ""Septoria leaf spot, caused by the fungus Septoria dianthi, is a plant disease that affects various species of Dianthus plants, including carnations and sweet William. It has widespread distribution globally. The disease is characterized by circular spots on the leaves, which are light brown in the center and surrounded by purplish brown borders. In severe cases, the spots can coalesce and lead to leaf deformation, necrosis, and the scorched appearance of the whole plant. ""}, {""subtitle"": ""How does the Septoria leaf spot (Septoria dianthi) occur?"", ""description"": ""Septoria dianthi survives the winter on infected plant debris. In the spring, spores are released and dispersed through wind, rain, and water. These spores land on the leaves of plants and germinate, penetrating the leaf tissue. As the fungus grows, it produces more spores that can spread to other leaves, continuing the disease cycle. The disease progresses until hot or dry weather conditions inhibit its growth. Eventually, the fungus dies, but its spores can persist on infected debris until the following spring, initiating the cycle once again. ""}]","[{""subtitle"": ""Cultural practice\\t"", ""description"": ""•\\tChoose resistant varieties of species that are less susceptible to Septoria leaf spot.\\n\\n•\\tRemove and destroy any infected plant debris, including fallen leaves, stems, and flowers. This helps to minimize the presence of overwintering spores and prevent the disease from spreading.\\n\\n•\\tPlant with adequate spacing to ensure good air circulation and reduce humidity levels, which can inhibit the growth and spread of the fungus.\\n\\n•\\tAvoid overhead irrigation, as it can keep the foliage wet for extended periods and promote disease development. Instead, use drip irrigation or water at the base of the plants.\\n""}, {""subtitle"": ""Application of Fungicide"", ""description"": ""Common fungicides for controlling Septoria leaf spot include chlorothalonil (Daconil), mancozeb (Dithane), azoxystrobin (Heritage), myclobutanil (Immunox), thiophanate-methyl (Topsin), propiconazole (Banner MAXX.) Armada 50 WDG, and Avelyo.\\n\\nHowever, it is crucial to follow label instructions, adhere to reentry intervals, and prioritize safe pesticide usage for effective disease management in Dianthus plants. \\n""}]"
87,Alternaria leaf blight,Alternaria dauci,[],"[""carrot""]","[{""subtitle"": ""What is Alternaria leaf blight (Alternaria dauci)?"", ""description"": ""Alternaria leaf blight is a fungal disease caused by Alternaria dauci. It primarily affects carrot plants but can also infect parsley. The disease is distributed in regions where carrots are grown, with notable occurrences in western Idaho and eastern Oregon. Symptoms include dark brown to black irregular lesions on leaf blades and petioles, often surrounded by a yellow margin. Lesions may merge, causing leaf death, and weakened leaves may break off during harvesting.""}, {""subtitle"": ""How does Alternaria leaf blight (Alternaria dauci) occur?"", ""description"": ""Alternaria dauci reproduces and spreads through spores produced by the fungus. These spores can be carried by air or water splashes to infect healthy plants. Alternaria dauci can survive on carrot debris, volunteer plants, and seeds. When conditions are favorable, such as rainy weather or overhead irrigation, the spores germinate and infect the leaves and stalks of carrots. It can thrives best at 82°F but can infect plants at temperatures as low as 57°F and high as 95°F. ""}]","[{""subtitle"": ""Cultural Controls & Prevention:"", ""description"": ""- Implement rotations of 3-4 years to reduce disease incidence.\\n\\n- Use certified pathogen-free seeds or treat seeds with hot water or fungicides.\\n\\n- Opt for cultivars with tolerance to Alternaria diseases\\n""}, {""subtitle"": ""Organically Acceptable Methods"", ""description"": ""For organic production, cultural control practices, hot water dips, and the application of Serenade ASO and MAX foliar sprays are acceptable methods for managing Alternaria leaf blight.""}, {""subtitle"": ""Chemical Control"", ""description"": ""Common fungicides used for managing Alternaria leaf blight in carrots include Chlorothalonil (Bravo, Daconil), Azoxystrobin (Quadris), Mancozeb (Dithane), Propiconazole (Tilt), and Fludioxonil (Switch). \\n\\nHowever, it is important to consult local agricultural authorities for approved fungicides and their proper usage in your region.""}]"
88,Bacterial soft rot,Erwinia carotovora,"[""Bacterial soft rot and blackleg"", ""Seed piece decay""]","[""carrot"", ""potato""]","[{""subtitle"": ""What is Bacterial soft rot (Erwinia carotovora)?"", ""description"": ""Bacterial soft rot, caused by Erwinia carotovora, is a plant disease affecting various fruits and vegetables. It is distributed worldwide and can infect a wide range of host plants. Symptoms include soft, watery decay of taproots, often leaving the outer layer intact, accompanied by a foul odor. Aboveground signs may include yellowing, wilting, and collapse of foliage.""}, {""subtitle"": ""How does Bacterial soft rot (Erwinia carotovora) occur?"", ""description"": ""Soft rot and blackleg-causing bacteria enter tubers through pores, waterlogged tissues, stem ends, and wounds. Infected vines spread bacteria to new tubers through soil water. Bacteria persist in soil, plant debris, and seed tubers. Infection happens through wounds or contaminated seed pieces. Moist conditions on wounded tissue enable infection, while high humidity and warm temperatures promote disease progression.""}]","[{""subtitle"": ""Cultural Methods and Preventions"", ""description"": ""•\\tRotate planting locations annually to minimize the buildup of bacterial pathogens in the soil. Additionally, control weeds, especially nightshades and buffalo bur.\\n\\n•\\tChoose well-drained sites and avoid practices that lead to water accumulation, as excess moisture encourages disease development. In addition, keep the storage well-ventilated.\\n\\n•\\tOpt for certified disease-free seed pieces of high quality, as they are less likely to develop blackleg in the field.\\n\\n•\\tHarvest mature tubers with set skin, instead of cutting pieces to minimize decay and potential entry points for bacteria whenever possible. Furthermore, pack tubers in ventilated bags with air holes.\\n\\n•\\tStore seeds at 40°F (4°C) and allow them to warm up at 65-70°F (18-21°C) for 2 to 3 weeks before planting. If using cut seed pieces, plant them immediately into warm and moist soil.\\n""}]"
89,Beet leafhopper transmitted virescence agent (BLTVA),Beet leafhopper transmitted virescence agent (BLTVA),[],"[""carrot""]","[{""subtitle"": ""What is a Beet leafhopper transmitted virescence agent (BLTVA)?"", ""description"": ""Beet leafhopper transmitted virescence agent (BLTVA) is a phytoplasma transmitted by the beet leafhopper, Circulifer tenellus. It primarily affects potatoes and other vegetable and field crops. Symptoms include reddish-purple leaves, premature bolting, malformed flower parts, the formation of multiple compound leafy umbels, and the presence of woody roots with numerous lateral rootlets.""}, {""subtitle"": ""How does the Beet leafhopper transmitted virescence agent (BLTVA) occur?"", ""description"": ""Potato purple top disease occurs when the beet leafhopper (BLH) transmits the phytoplasma known as (BLTVA) to plants. The phytoplasma multiplies within the plant's vascular system, disrupting nutrient flow. BLTVA infection reduces yield and tuber quality.""}]","[{""subtitle"": ""Cultural Control  and Preventions"", ""description"": ""1. Choose resistant varieties of potatoes, tomatoes, peppers, and eggplants to reduce the risk of BLTVA infection.\\n\\n2.\\tRotate susceptible crops with non-host crops every 3-4 years to disrupt the life cycle of beet leafhoppers and reduce their population.\\n\\n3.\\t Apply insecticidal soaps or oils according to label instructions to control beet leafhoppers.\\n\\n4.\\tPromptly remove and dispose of infected plant debris to prevent the spread of BLTVA. Do not compost infected material.\\n\\n5.\\tRegularly inspect plants for signs of infection, such as yellowing leaves, wilting, and stunted growth, to detect and manage BLTVA early.\\n""}]"
90,BLTVA (beet leafhopper transmitted virescence agent),BLTVA (beet leafhopper transmitted virescence agent),[],"[""carrot""]",[],[]
91,Cavity spot,Pythium violae,[],"[""carrot""]","[{""subtitle"": ""What is Cavity spot disease (Pythium violae)?"", ""description"": ""Pythium violae is an oomycete pathogen that primarily affects carrots, but it can also cause lesions on various other plants, including alfalfa roots, celery, black-eyed peas, wheat, cucumber, beets, and even weeds. This pathogen is responsible for cavity spot disease. In addition, symptoms of cavity spot disease manifest as oval-shaped and depressed lesions along the mature taproots of carrots. These lesions are surrounded by a thin yellow halo. They are relatively large, measuring about an inch in diameter, and typically appear in the upper third of the root.\\n\\n""}, {""subtitle"": ""How does Cavity spot disease (Pythium violae) occur?"", ""description"": ""Pythium violae follows a disease cycle that is associated with cool and wet weather conditions, usually around 58°F. These fungi thrive in moist soils with a preferred pH of around 6.8. During winter, they survive as oospores in the soil and become active as the soil temperature rises. In free water, they produce zoospores, which initiate new infections. This cycle underscores the significance of moisture management and the impact of soil temperature on the pathogen's activity.""}]","[{""subtitle"": ""Cultural Methods"", ""description"": ""•\\tUtilize raised beds to enhance soil drainage and mitigate waterlogging issues, promoting healthier plant growth.\\n•\\tPractice water management by avoiding excessive watering, and ensuring appropriate soil moisture levels.\\n•\\tImplement a lengthy crop rotation schedule, allowing sufficient time between susceptible host plantings to disrupt the pathogen's life cycle.\\n•\\tOpt for well-drained, lighter soil types when cultivating carrots and other susceptible plants to discourage disease development.\\n•\\tConsider harvesting host plants earlier than usual to minimize disease severity and limit the spread of Pythium violae.\\n\\n\\n""}, {""subtitle"": ""Treatment options"", ""description"": ""Treat fields with a history of severe cavity spot.\\n\\n•\\tMEFENOXAM (Ridomil Gold SL): Apply preplant- or post-planting, 28-50 days apart, at a 1-1.3 pt/acre rate. Use chemigation or ground equipment with irrigation. Max limit: 2.8 pt/acre per season.\\n\\n•\\tFENAMIDONE (Reason 500SC): Alternate with mefenoxam fungicide. Apply every 14-21 days at an 8.2 fl oz/acre rate.\\n\\n•\\tCYAZOFAMID (Ranman): Apply at a rate of 6.0 fl oz/acre every 12-14 days. Mode of action: ubiquinone reductase, Qi site (21).\\n\\nApply preplant by sprinkler, drip irrigation, or flood irrigation. Check label for rates and preplant timing.""}]"
92,Cercospora leaf spot,Cercospora carotae,"[""Leaf spot Cercospora""]","[""carrot""]","[{""subtitle"": ""What is Cercospora leaf blight  (Cercospora carotae)?"", ""description"": ""Cercospora leaf blights, caused by the fungus Cercospora carotae, are fungal diseases primarily affecting leaves and petioles, resulting in yield loss due to brittle petioles breaking during harvest. Symptoms manifest as circular tan-brown spots that coalesce into larger areas, causing yellowing, browning, and necrosis of leaves. Blighted leaves collapse and remain attached to the crown, while heart leaves show lesser impact, remaining green. ""}, {""subtitle"": ""How does Cercospora leaf blight (Cercospora carotae) occur?"", ""description"": ""The fungi causing Cercospora leaf blight can persist for up to 2 years in plant debris and wild hosts like Queen Anne's lace. Contaminated seeds play a significant role in their transmission. \\nSpores are spread by wind, water, and field equipment during the growing season. In humid conditions, Cercospora lesions develop pale gray undersides with black spore-producing structures. Lesions expand, causing leaflets to wither and exhibit a burnt appearance. Prolonged leaf wetness allows spores to enter through pores, resulting in lesions appearing 3-5 days later and becoming a source of new infection.""}]","[{""subtitle"": ""Use Disease-Tolerant Varieties and Crop Rotations"", ""description"": ""•\\tOpt for varieties that have demonstrated tolerance to the diseases.\\n\\n•\\tTolerant varieties show delayed disease onset, slower spread, lower losses, and reduced reliance on fungicide treatments.\\n\\n•\\tFollow a three-year crop rotation plan to break disease cycles and minimize the buildup of pathogens in the soil.\\n""}, {""subtitle"": ""Ensure Clean Seed and Timely Irrigation"", ""description"": ""•\\tPurchase high-quality seeds from reputable dealers to avoid introducing disease-causing spores into your field.\\n\\n•\\tWater plants early in the day to allow foliage to dry thoroughly, minimizing prolonged leaf wetness that favors disease development.\\n""}, {""subtitle"": ""Select Well-Drained Sites and Prompt Debris Incorporation"", ""description"": ""•\\tWhen establishing new fields, choose locations with good drainage to prevent excessive soil moisture, which can contribute to disease development.\\n\\n•\\tImmediately incorporate plant debris after harvest to accelerate the decomposition of infected material, reducing the survival and spread of pathogens.\\n""}, {""subtitle"": ""Chemical Control"", ""description"": ""•\\tCopper-based fungicides, such as Bordeaux mixture, copper hydroxide, and copper sulfate, are commonly used to manage Cercospora and Alternaria leaf blights. \\n\\n•\\tOther fungicides like Chlorothalonil (Bravo, Daconil), Mancozeb (Dithane, Manzate), Azoxystrobin (Quadris), and Pyraclostrobin (Cabrio) are also effective options. \\n\\n•\\tIt is important to refer to local guidelines and follow the specific label instructions for proper and safe use of these fungicides.\\n""}]"
93,Powdery mildew,Erysiphe heraclei,[],"[""carrot"", ""parsley"", ""parsnip""]","[{""subtitle"": "" What is Powdery mildew (Erysiphe heraclei)?"", ""description"": ""Erysiphe heraclei, a powdery mildew type, poses significant risks to various plants, notably carrots, parsley, and parsnips. The infection is recognizable by white fungal patches forming on the lower leaf surface, with leaf edges curling upward, revealing the powdery growth. Moreover, purple to reddish blotches might emerge on the leaves, and tiny black cleistothecia structures become visible underneath. ""}, {""subtitle"": ""How does Powdery mildew (Erysiphe heraclei) occur?"", ""description"": ""Erysiphe heraclei, a typical powdery mildew, relies on living plants for its life cycle. In spring, fungal fruiting bodies release spores that spread to leaves. These spores enter the plant and create new infection sources. Throughout the growing season, more spores are produced, leading to further spread. The surviving spores become the next cycle's starting point. Powdery mildews prefer warm, dry conditions, making them common in summers and more widespread than other leaf diseases.""}]","[{""subtitle"": ""Prevention and Cultural Practices"", ""description"": ""•\\tPlant resistant vegetable varieties or avoid susceptible ones.\\n•\\tPlant in sunny areas with good air circulation.\\n•\\tAvoid excess fertilizer; consider slow-release fertilizer.\\n•\\tOverhead sprinkling can help reduce powdery mildew, but not recommended for vegetables due to potential pest problems.\\n""}, {""subtitle"": ""Biological Fungicides"", ""description"": ""Biological fungicides, like Serenade, contain beneficial microorganisms that can destroy fungal pathogens when sprayed on plants. Serenade, for example, utilizes Bacillus subtilis bacteria to prevent powdery mildew infection.\\n""}, {""subtitle"": ""Fungicides Applications "", ""description"": ""1. Horticultural Oils: These include neem oil, jojoba oil, and plant-based oils like E-rase. They can work as eradicants and protectants, particularly effective against mild to moderate powdery mildew infections.\\n\\n2. Sulfur: Sulfur products, such as wettable sulfurs with surfactants (e.g., Safer Garden Fungicide), have been used for centuries to manage powdery mildew. They are primarily preventive and should be applied before disease symptoms appear.""}]"
94,Cherry buckskin (X-disease),X-disease,"[""X-disease (Cherry buckskin)""]","[""cherry""]","[{""subtitle"": ""What is Cherry buckskin (X-disease)?"", ""description"": ""X-disease, also called cherry buckskin, severely impacts sweet cherry trees. It is caused by a phytoplasma found in an infected tree's phloem cells. Diseased trees produce pale, pebbly, leathery-skinned fruit, noticeable at harvest. On Mahaleb rootstocks, symptoms are minimal, but trees suddenly wilt and collapse above the graft union.  Infections occur during summer and fall (July-October), with symptoms appearing the following year. ""}, {""subtitle"": ""How does Cherry buckskin (X-disease) occur?"", ""description"": ""X-disease, or cherry buckskin, occurs due to a phytoplasma organism infecting trees. The disease spreads through leafhoppers, which acquire the pathogen while feeding on infected cherries or other host plants. These leafhoppers then act as carriers, transmitting the infection to healthy trees. \\n\\nWithin infected trees, the phytoplasma resides in the phloem cells, leading to the distinct symptoms mentioned above. X-disease poses a significant threat to cherry trees in affected areas.""}]","[{""subtitle"": ""Sanitation"", ""description"": ""•\\tConduct annual surveys of the orchard to identify and mark infected trees for prompt removal.\\n\\n•\\tRemove and destroy infected trees following postharvest treatment for leafhoppers.""}, {""subtitle"": ""Leafhopper Control"", ""description"": ""•\\tImplement postharvest treatment of the orchard to target leafhopper vectors. Refer to specific guidelines for controlling cherry leafhoppers and mountain leafhoppers.\\n\\n•\\tManage nearby ornamental hosts of cherry leafhoppers by removing them or applying appropriate sprays to control leafhoppers.\\n\\n•\\tTarget weed hosts that harbor the pathogen, such as clovers (burclover, clover, sweet clovers), dandelion, and curly dock.\\n""}, {""subtitle"": ""Orchard Management"", ""description"": ""•\\tAvoid using clover cover crops in the orchard, as they can serve as a reservoir for the pathogen.\\n•\\tMaintain good orchard hygiene by controlling weeds and removing debris that may harbor the disease.\\n""}, {""subtitle"": ""Monitoring"", ""description"": ""•\\tRegularly monitor the orchard for signs of disease and leafhopper activity.\\n•\\tStay updated with local recommendations and guidelines for X-disease management.\\n""}]"
