ID,Binomial,SpNo,TaxonID,CommonName,Class,Order,Family,FamilyCommonName,Genus,Species,Subspecies,FunctionalGroup,TaxonomicGroup,EPBCStatus,IUCNStatus,BirdActionPlanStatus,MaxStatus,State,Region,RegionCentroidLatitude,RegionCentroidLongitude,RegionCentroidAccuracy,SiteID,SourceID,SourceDesc,MonitoringProgram,UnitID,Unit,SearchTypeID,SearchTypeDesc,ResponseVariableType,DataType,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,TimeSeriesLength,TimeSeriesSampleYears,TimeSeriesCompleteness,TimeSeriesSamplingEvenness,AbsencesRecorded,StandardisationOfMethodEffort,ObjectiveOfMonitoring,SpatialRepresentativeness,ConsistencyOfMonitoring,Management,ManagementCategory,ManagementCategoryComments,SuppressAggregatedData,SurveyCount,TimeSeriesID,NationalPriorityTaxa,Citation
5289,Pomaderris_subplicata,,p_64936,Concave Pomaderris,,Rosales,Rhamnaceae,,Pomaderris,subplicata,,Shrub,Plants,Vulnerable,,,Vulnerable,Victoria,Central Victorian Uplands,-37.21970708,144.8841341,64821.0,373838,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,15.0,,,,,25.0,,,,,,,,,,,,11,3,0.273,0.0,1,,,,,No known management,Unknown,,0,3,958_2_1897_373838_p_64936,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5305,Prasophyllum_suaveolens,,p_65336,Fragrant Leek-orchid,,Asparagales,Orchidaceae,,Prasophyllum,suaveolens,,Orchid,Plants,Endangered,,,Endangered,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563,92763.0,372787,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,144.0,88.0,3.0,103.0,29.0,,,,,,,,25.0,,,,,,17,7,0.412,4.0,1,,,,,No known management,Unknown,,0,7,958_2_1897_372787_p_65336,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5306,Prasophyllum_suaveolens,,p_65336,Fragrant Leek-orchid,,Asparagales,Orchidaceae,,Prasophyllum,suaveolens,,Orchid,Plants,Endangered,,,Endangered,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563,92763.0,373064,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,32.0,,,,,,7,2,0.286,0.0,1,,,,,No known management,Unknown,,0,3,958_2_1897_373064_p_65336,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5307,Prasophyllum_suaveolens,,p_65336,Fragrant Leek-orchid,,Asparagales,Orchidaceae,,Prasophyllum,suaveolens,,Orchid,Plants,Endangered,,,Endangered,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563,92763.0,373183,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,32.0,,77.0,,,23.0,,68.0,,2.0,59.0,118.0,79.0,54.0,117.0,9.0,10.0,,,,19,13,0.684,0.16,1,,,,,No known management,Unknown,,0,13,958_2_1897_373183_p_65336,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5308,Prasophyllum_suaveolens,,p_65336,Fragrant Leek-orchid,,Asparagales,Orchidaceae,,Prasophyllum,suaveolens,,Orchid,Plants,Endangered,,,Endangered,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563,92763.0,373734,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,13.0,,,,,28.0,28.0,26.5,,,,,,,,,,,,10,5,0.5,2.25,1,,,,,No known management,Unknown,,0,6,958_2_1897_373734_p_65336,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5309,Prasophyllum_suaveolens,,p_65336,Fragrant Leek-orchid,,Asparagales,Orchidaceae,,Prasophyllum,suaveolens,,Orchid,Plants,Endangered,,,Endangered,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563,92763.0,373862,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,23.0,,,,,,,,2,2,1.0,0.0,1,,,,,No known management,Unknown,,0,2,958_2_1897_373862_p_65336,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5330,Prostanthera_galbraithiae,,p_65549,Wellington Mintbush,,Lamiales,Lamiaceae,,Prostanthera,galbraithiae,,Shrub,Plants,Vulnerable,,,Vulnerable,Victoria,Gippsland Plain,-38.38643205,146.2603928,90442.0,373190,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1144,Targeted Search,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.0,,,2.0,54.0,,,,,,,,,,,,,5,3,0.6,0.0,1,,,,,No known management,Unknown,,0,3,958_2_1144_373190_p_65549,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5331,Prostanthera_galbraithiae,,p_65549,Wellington Mintbush,,Lamiales,Lamiaceae,,Prostanthera,galbraithiae,,Shrub,Plants,Vulnerable,,,Vulnerable,Victoria,Gippsland Plain,-38.38643205,146.2603928,90442.0,372719,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,14.0,,,,,,,,,,9,2,0.222,0.0,1,,,,,No known management,Unknown,,0,2,958_2_1897_372719_p_65549,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5332,Prostanthera_galbraithiae,,p_65549,Wellington Mintbush,,Lamiales,Lamiaceae,,Prostanthera,galbraithiae,,Shrub,Plants,Vulnerable,,,Vulnerable,Victoria,Gippsland Plain,-38.38643205,146.2603928,90442.0,372842,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,50.0,,,,,,,,,,9,2,0.222,0.0,1,,,,,No known management,Unknown,,0,2,958_2_1897_372842_p_65549,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5383,Pterostylis_basaltica,,p_66313,Basalt Greenhood,,Asparagales,Orchidaceae,,Pterostylis,basaltica,,Orchid,Plants,Endangered,,,Endangered,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563,92763.0,373687,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,27.0,142.0,225.0,121.0,169.0,233.0,176.0,245.0,198.0,268.0,126.0,142.5,,175.0,57.0,120.0,132.0,108.0,9.0,39.0,,,,23,20,0.87,0.25,1,,,,,No known management,Unknown,,0,21,958_2_1897_373687_p_66313,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5455,Rutidosis_leptorhynchoides,,p_70390,Button Wrinklewort,,Asterales,Asteraceae,,Rutidosis,leptorhynchoides,,Herbaceous,Plants,Endangered,,,Endangered,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563,92763.0,374001,1056,VIC-Rutidosis_leptorhynchoides-Sececio_macrocarpu-Dianella_amoena-Pimelea_spinescens_subsp_spinescens-DELWP,,2,Sample: abundance (counts),1345,Population count,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.0,619.0,622.0,638.0,,591.0,548.0,7,6,0.857,0.0,1,,,,,Actively managed,Actively managed,"Occasional weed control, periodic fire.",0,6,1056_2_1345_374001_p_70390,0,"Sinclair S. (2024). Melbourne Strategic Assessment monitoring. Compiled by Steve Sinclair. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5456,Senecio_behrianus,,p_72472,"Stiff Groundsel, Behr's Groundsel",,Asterales,Asteraceae,,Senecio,behrianus,,Herbaceous,Plants,Endangered,,,Endangered,Victoria,Victorian Riverina,-36.31880487,144.9278026,86092.0,372751,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5783.0,,5810.0,,,,,,,,,,,,,,,,,3,2,0.667,0.0,1,,,,,No known management,Unknown,,0,3,958_2_1897_372751_p_72472,1,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5457,Senecio_behrianus,,p_72472,"Stiff Groundsel, Behr's Groundsel",,Asterales,Asteraceae,,Senecio,behrianus,,Herbaceous,Plants,Endangered,,,Endangered,Victoria,Murray Fans,-35.83762242,144.789927,55197.0,372941,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0,300.0,,,,,,,,,,,,,,2,2,1.0,0.0,1,,,,,No known management,Unknown,,0,2,958_2_1897_372941_p_72472,1,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5458,Senecio_behrianus,,p_72472,"Stiff Groundsel, Behr's Groundsel",,Asterales,Asteraceae,,Senecio,behrianus,,Herbaceous,Plants,Endangered,,,Endangered,Victoria,Victorian Riverina,-36.31880487,144.9278026,86092.0,373063,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,6487.0,,1500.0,,2750.0,,,,,,,,,,,,,,,6,4,0.667,0.0,1,,,,,No known management,Unknown,,0,4,958_2_1897_373063_p_72472,1,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5459,Senecio_behrianus,,p_72472,"Stiff Groundsel, Behr's Groundsel",,Asterales,Asteraceae,,Senecio,behrianus,,Herbaceous,Plants,Endangered,,,Endangered,Victoria,Victorian Riverina,-36.31880487,144.9278026,86092.0,373595,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,398.0,,,,,,,,,,,,,,,,,4,2,0.5,0.0,1,,,,,No known management,Unknown,,0,2,958_2_1897_373595_p_72472,1,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5466,Senecio_macrocarpus,,p_72607,"Large-fruit Fireweed, Large-fruit Groundsel",,Asterales,Asteraceae,,Senecio,macrocarpus,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Goldfields,-36.85791566,143.9087018,68878.0,372920,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,375.0,,,,,,,,,,,,,,,,,,,,,,,,4,2,0.5,0.0,1,,,,,No known management,Unknown,,0,2,958_2_1897_372920_p_72607,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5467,Senecio_macrocarpus,,p_72607,"Large-fruit Fireweed, Large-fruit Groundsel",,Asterales,Asteraceae,,Senecio,macrocarpus,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563,92763.0,373001,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,,47.0,75.0,19.0,19.0,,,,,17.0,,,46.0,146.0,,,,,,,,,,,,15,8,0.533,1.555555556,1,,,,,No known management,Unknown,,0,8,958_2_1897_373001_p_72607,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5468,Senecio_macrocarpus,,p_72607,"Large-fruit Fireweed, Large-fruit Groundsel",,Asterales,Asteraceae,,Senecio,macrocarpus,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563,92763.0,373179,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,85.0,,80.0,,,,69.0,,,,,,,6.0,,,,,,,,15,5,0.333,4.222222222,1,,,,,No known management,Unknown,,0,5,958_2_1897_373179_p_72607,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5469,Senecio_macrocarpus,,p_72607,"Large-fruit Fireweed, Large-fruit Groundsel",,Asterales,Asteraceae,,Senecio,macrocarpus,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563,92763.0,373679,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,8.0,,,,,63.0,,99.0,80.0,119.0,,,,,,,,,,,,12,7,0.583,2.25,1,,,,,No known management,Unknown,,0,7,958_2_1897_373679_p_72607,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5470,Senecio_macrocarpus,,p_72607,"Large-fruit Fireweed, Large-fruit Groundsel",,Asterales,Asteraceae,,Senecio,macrocarpus,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563,92763.0,373730,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,,160.0,,,,,,,,,,,,,,,,,,,,,3,2,0.667,0.0,1,,,,,No known management,Unknown,,0,2,958_2_1897_373730_p_72607,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5471,Senecio_macrocarpus,,p_72607,"Large-fruit Fireweed, Large-fruit Groundsel",,Asterales,Asteraceae,,Senecio,macrocarpus,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563,92763.0,373766,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,47.0,,110.0,17.0,,,,,,,,26.0,55.0,,,,,,,,,,,,14,6,0.429,9.0,1,,,,,No known management,Unknown,,0,6,958_2_1897_373766_p_72607,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5472,Senecio_macrocarpus,,p_72607,"Large-fruit Fireweed, Large-fruit Groundsel",,Asterales,Asteraceae,,Senecio,macrocarpus,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563,92763.0,373772,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,3,3,1.0,0.0,1,,,,,No known management,Unknown,,0,3,958_2_1897_373772_p_72607,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5473,Senecio_macrocarpus,,p_72607,"Large-fruit Fireweed, Large-fruit Groundsel",,Asterales,Asteraceae,,Senecio,macrocarpus,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563,92763.0,373861,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,,6.0,,,5.0,5.0,5.0,5.0,,2.0,2.0,,,,,,,,13,9,0.692,0.222222222,1,,,,,No known management,Unknown,,0,9,958_2_1897_373861_p_72607,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5474,Senecio_macrocarpus,,p_72607,"Large-fruit Fireweed, Large-fruit Groundsel",,Asterales,Asteraceae,,Senecio,macrocarpus,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563,92763.0,374002,1056,VIC-Rutidosis_leptorhynchoides-Sececio_macrocarpu-Dianella_amoena-Pimelea_spinescens_subsp_spinescens-DELWP,,2,Sample: abundance (counts),1345,Population count,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,13.0,12.0,,12.0,5,4,0.8,0.0,1,,,,,Actively managed,Actively managed,"Occasional weed control, periodic fire.",0,4,1056_2_1345_374002_p_72607,0,"Sinclair S. (2024). Melbourne Strategic Assessment monitoring. Compiled by Steve Sinclair. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5479,Sphaerolobium_acanthos,,p_74788,Grampians Globe-pea,,Fabales,Fabaceae,,Sphaerolobium,acanthos,,Shrub,Plants,Critically Endangered,,,Critically Endangered,Victoria,Greater Grampians,-37.25678172,142.3822528,38112.0,255801,934,VIC-Sphaerolobium_acanthos-NationalActionPlan,,2,Sample: abundance (counts),1670,Complete census,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,5.0,,5.0,,,,,7,3,0.429,1.0,1,,,,,Actively managed,Actively managed,Some management has occurred,0,3,934_2_1670_255801_p_74788,0,"Reiter NH (2024). Unpublished data on Sphaerolobium acanthos. Compiled by Noushka Reiter. National Action Plan for Australia's Imperilled Plants (draft) - unpublished data. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5480,Sphaerolobium_acanthos,,p_74788,Grampians Globe-pea,,Fabales,Fabaceae,,Sphaerolobium,acanthos,,Shrub,Plants,Critically Endangered,,,Critically Endangered,Victoria,Greater Grampians,-37.25678172,142.3822528,38112.0,255802,934,VIC-Sphaerolobium_acanthos-NationalActionPlan,,2,Sample: abundance (counts),1670,Complete census,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,3.0,,,,,3,2,0.667,0.0,1,,,,,Actively managed,Actively managed,Some management has occurred,0,2,934_2_1670_255802_p_74788,0,"Reiter NH (2024). Unpublished data on Sphaerolobium acanthos. Compiled by Noushka Reiter. National Action Plan for Australia's Imperilled Plants (draft) - unpublished data. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5486,Spyridium_furculentum,,p_75106,Forked Spyridium,,Rosales,Rhamnaceae,,Spyridium,furculentum,,Shrub,Plants,Endangered,,,Endangered,Victoria,Wimmera,-36.5434572,142.1688746,81210.0,255792,935,VIC-Spyridium_furculentum-NationalRecoveryPlan,,2,Sample: abundance (counts),1670,Complete census,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,9.0,,,,,,,,,,0.0,,,,13,3,0.231,16.0,0,,3,,4,No known management,Unknown,,0,3,935_2_1670_255792_p_75106,1,"N Walsh, J Lynch, O Carter O, J Downe, Threatened Species Scientific Committee (2024). Unpublished data on Spyridium furculentum, and data from published sources. Compiled by Neville Walsh and Jo Lynch. National Action Plan for Australia's Imperilled Plants (draft) AND Carter O & Downe J (2006). National Recovery Plan for the Forked Spyridium Spyridium species 1. Department of Sustainability and Environment, Melbourne. Available from: http://www.environment.gov.au/biodiversity/threatened/recovery-plans/national-recovery-plan-forked-spyridium-spyridium-species-little-desert. In effect under the EPBC Act from 22-Dec-2006 as Spyridium sp. (Little Desert). AND Threatened Species Scientific Committee (2016). Conservation Advice Spyridium furculentum forked spyridium. Canberra: Department of the Environment and Energy. Available from: http://www.environment.gov.au/biodiversity/threatened/species/pubs/87544-conservation-advice-16122016.pdf. In effect under the EPBC Act from 16-Dec-2016. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5487,Spyridium_furculentum,,p_75106,Forked Spyridium,,Rosales,Rhamnaceae,,Spyridium,furculentum,,Shrub,Plants,Endangered,,,Endangered,Victoria,Wimmera,-36.5434572,142.1688746,81210.0,255793,935,VIC-Spyridium_furculentum-NationalRecoveryPlan,,2,Sample: abundance (counts),1670,Complete census,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,120.0,,,,,,,,,,0.0,,,,13,3,0.231,16.0,0,,3,,4,No known management,Unknown,,0,3,935_2_1670_255793_p_75106,1,"N Walsh, J Lynch, O Carter O, J Downe, Threatened Species Scientific Committee (2024). Unpublished data on Spyridium furculentum, and data from published sources. Compiled by Neville Walsh and Jo Lynch. National Action Plan for Australia's Imperilled Plants (draft) AND Carter O & Downe J (2006). National Recovery Plan for the Forked Spyridium Spyridium species 1. Department of Sustainability and Environment, Melbourne. Available from: http://www.environment.gov.au/biodiversity/threatened/recovery-plans/national-recovery-plan-forked-spyridium-spyridium-species-little-desert. In effect under the EPBC Act from 22-Dec-2006 as Spyridium sp. (Little Desert). AND Threatened Species Scientific Committee (2016). Conservation Advice Spyridium furculentum forked spyridium. Canberra: Department of the Environment and Energy. Available from: http://www.environment.gov.au/biodiversity/threatened/species/pubs/87544-conservation-advice-16122016.pdf. In effect under the EPBC Act from 16-Dec-2016. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
